"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.5345,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.507,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.4287,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.3815,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.372,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.353,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2936,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.2303,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.0996,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9527,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-11",100.849,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2018-12",100.6874,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.558,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.4361,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.3493,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.2236,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.073,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.87826,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.66499,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.50513,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.38657,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.39219,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.46411,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.52119,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.4746,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.01807,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.01379,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.8922,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.75636,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.4799,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.36142,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.02824,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.46556,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.7803,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.92477,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.1164,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.317,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.645,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.04,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.3229,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.576,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-06",101.7736,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-07",101.9016,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-08",101.9767,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.0506,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.0925,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.0892,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2021-12",101.9842,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-01",101.8341,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.6799,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.4713,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.2729,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.0804,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.782,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.4447,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.1308,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.85976,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.69047,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.60342,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.59354,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.64666,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.69326,
"OECD","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.77238,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-06",98.7856067595536,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-07",98.8788464250575,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-08",99.1160112167497,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-09",99.4628613320977,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-10",99.8529182356665,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-11",100.201963901211,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2017-12",100.430954602325,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-01",100.547153053376,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-02",100.60441594324,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-03",100.621409708768,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-04",100.558761869441,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-05",100.456931272173,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-06",100.343991920308,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-07",100.285842234111,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-08",100.155002157447,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-09",99.9296624156113,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-10",99.7729032552113,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-11",99.7590279304906,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2018-12",99.8238365166193,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-01",99.9677794692647,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.05349214039,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.040408295309,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-04",99.985083002856,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-05",99.8649982456171,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.7371308859375,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.6687591883105,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.676051944207,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.7236117206662,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.8548390024718,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-11",100.144372415693,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2019-12",100.480825884582,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-01",100.535361902242,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.855415868215,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.0682667547047,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.6470187019034,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.026672753395,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.2629797911324,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.2034140762363,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",100.038418397232,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",101.460237480556,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",102.359346660617,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",102.779201777202,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2020-12",102.791450047077,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-01",102.403010080317,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.853551631103,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.384479523153,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.203350282123,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.316281089972,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-06",101.588629240179,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-07",101.75251111571,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-08",101.719495855615,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-09",101.554380377574,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-10",101.267305066363,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-11",100.875626578341,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.484507805553,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.145175883715,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-02",99.9018987198262,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-03",99.8387960056,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.030595472947,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.313214699798,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.504932336973,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.519532463295,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.432693632294,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.174867837486,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.755776241445,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.3845780725359,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.2350919551133,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.1975380371013,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.2345094545256,
"BRA","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.3841120250075,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8704,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0025,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-08",102.1326,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-09",102.3227,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-10",102.5024,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-11",102.6192,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-12",102.6669,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-01",102.6246,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-02",102.4857,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3373,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-04",102.2535,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-05",102.1604,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-06",102.071,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.9516,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.8679,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.8206,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.7353,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.6038,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.3613,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0753,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.8095,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5508,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.3055,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1306,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.88787,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.68359,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.58186,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.46877,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.45645,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.56162,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.69886,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.7078,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.1214,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.66726,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.94853,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.68849,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.5165,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.66441,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.63158,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.26553,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.64512,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.86248,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.1537,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.4924,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.9601,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.5209,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.0829,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.5802,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-06",103.0152,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-07",103.3398,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-08",103.4928,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-09",103.5663,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-10",103.5967,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-11",103.5849,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-12",103.5419,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-01",103.4063,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-02",103.1436,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-03",102.693,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-04",102.3245,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-05",102.0691,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.8601,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-07",101.5247,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-08",101.1809,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.9126,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.7532,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-11",100.709,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-12",100.786,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.902,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.9226,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.8859,
